STATE,PROVINCE,CITY,BARANGAY,ZIP CODE
Metro Manila,NCR,Tondo,Barangay 102,1013
Metro Manila,NCR,Tondo,Barangay 103,1013
Metro Manila,NCR,Tondo,Barangay 104,1013
Metro Manila,NCR,Tondo,Barangay 105,1013
Metro Manila,NCR,Tondo,Barangay 106,1013
Metro Manila,NCR,Tondo,Barangay 107,1013
Metro Manila,NCR,Tondo,Barangay 108,1013
Metro Manila,NCR,Tondo,Barangay 109,1013
Metro Manila,NCR,Tondo,Barangay 11,1013
Metro Manila,NCR,Tondo,Barangay 110,1013
Metro Manila,NCR,Tondo,Barangay 111,1013
Metro Manila,NCR,Tondo,Barangay 112,1013
Metro Manila,NCR,Tondo,Barangay 116,1013
Metro Manila,NCR,Tondo,Barangay 117,1013
Metro Manila,NCR,Tondo,Barangay 118,1013
Metro Manila,NCR,Tondo,Barangay 119,1013
Metro Manila,NCR,Tondo,Barangay 12,1013
Metro Manila,NCR,Tondo,Barangay 120,1013
Metro Manila,NCR,Tondo,Barangay 121,1013
Metro Manila,NCR,Tondo,Barangay 122,1013
Metro Manila,NCR,Tondo,Barangay 123,1013
Metro Manila,NCR,Tondo,Barangay 124,1013
Metro Manila,NCR,Tondo,Barangay 125,1013
Metro Manila,NCR,Tondo,Barangay 126,1013
Metro Manila,NCR,Tondo,Barangay 127,1013
Metro Manila,NCR,Tondo,Barangay 128,1013
Metro Manila,NCR,Tondo,Barangay 129,1013
Metro Manila,NCR,Tondo,Barangay 13,1013
Metro Manila,NCR,Tondo,Barangay 130,1013
Metro Manila,NCR,Tondo,Barangay 131,1013
Metro Manila,NCR,Tondo,Barangay 132,1013
Metro Manila,NCR,Tondo,Barangay 133,1013
Metro Manila,NCR,Tondo,Barangay 134,1013
Metro Manila,NCR,Tondo,Barangay 135,1013
Metro Manila,NCR,Tondo,Barangay 136,1013
Metro Manila,NCR,Tondo,Barangay 137,1013
Metro Manila,NCR,Tondo,Barangay 138,1013
Metro Manila,NCR,Tondo,Barangay 139,1013
Metro Manila,NCR,Tondo,Barangay 14,1013
Metro Manila,NCR,Tondo,Barangay 140,1013
Metro Manila,NCR,Tondo,Barangay 141,1013
Metro Manila,NCR,Tondo,Barangay 142,1013
Metro Manila,NCR,Tondo,Barangay 143,1013
Metro Manila,NCR,Tondo,Barangay 144,1013
Metro Manila,NCR,Tondo,Barangay 145,1013
Metro Manila,NCR,Tondo,Barangay 146,1013
Metro Manila,NCR,Tondo,Barangay 147,1013
Metro Manila,NCR,Tondo,Barangay 148,1012
Metro Manila,NCR,Tondo,Barangay 149,1012
Metro Manila,NCR,Tondo,Barangay 15,1013
Metro Manila,NCR,Tondo,Barangay 150,1012
Metro Manila,NCR,Tondo,Barangay 151,1012
Metro Manila,NCR,Tondo,Barangay 152,1012
Metro Manila,NCR,Tondo,Barangay 153,1012
Metro Manila,NCR,Tondo,Barangay 154,1012
Metro Manila,NCR,Tondo,Barangay 155,1012
Metro Manila,NCR,Tondo,Barangay 156,1012
Metro Manila,NCR,Tondo,Barangay 157,1012
Metro Manila,NCR,Tondo,Barangay 158,1012
Metro Manila,NCR,Tondo,Barangay 159,1012
Metro Manila,NCR,Tondo,Barangay 16,1013
Metro Manila,NCR,Tondo,Barangay 160,1012
Metro Manila,NCR,Tondo,Barangay 161,1012
Metro Manila,NCR,Tondo,Barangay 162,1012
Metro Manila,NCR,Tondo,Barangay 163,1012
Metro Manila,NCR,Tondo,Barangay 164,1012
Metro Manila,NCR,Tondo,Barangay 165,1012
Metro Manila,NCR,Tondo,Barangay 166,1012
Metro Manila,NCR,Tondo,Barangay 167,1012
Metro Manila,NCR,Tondo,Barangay 168,1012
Metro Manila,NCR,Tondo,Barangay 169,1012
Metro Manila,NCR,Tondo,Barangay 17,1013
Metro Manila,NCR,Tondo,Barangay 170,1012
Metro Manila,NCR,Tondo,Barangay 171,1012
Metro Manila,NCR,Tondo,Barangay 172,1012
Metro Manila,NCR,Tondo,Barangay 173,1012
Metro Manila,NCR,Tondo,Barangay 174,1012
Metro Manila,NCR,Tondo,Barangay 175,1012
Metro Manila,NCR,Tondo,Barangay 176,1012
Metro Manila,NCR,Tondo,Barangay 177,1012
Metro Manila,NCR,Tondo,Barangay 178,1012
Metro Manila,NCR,Tondo,Barangay 179,1012
Metro Manila,NCR,Tondo,Barangay 18,1013
Metro Manila,NCR,Tondo,Barangay 180,1012
Metro Manila,NCR,Tondo,Barangay 181,1012
Metro Manila,NCR,Tondo,Barangay 182,1012
Metro Manila,NCR,Tondo,Barangay 183,1012
Metro Manila,NCR,Tondo,Barangay 184,1012
Metro Manila,NCR,Tondo,Barangay 185,1012
Metro Manila,NCR,Tondo,Barangay 186,1012
Metro Manila,NCR,Tondo,Barangay 187,1012
Metro Manila,NCR,Tondo,Barangay 188,1012
Metro Manila,NCR,Tondo,Barangay 189,1012
Metro Manila,NCR,Tondo,Barangay 19,1013
Metro Manila,NCR,Tondo,Barangay 190,1012
Metro Manila,NCR,Tondo,Barangay 191,1012
Metro Manila,NCR,Tondo,Barangay 192,1012
Metro Manila,NCR,Tondo,Barangay 193,1012
Metro Manila,NCR,Tondo,Barangay 194,1012
Metro Manila,NCR,Tondo,Barangay 195,1012
Metro Manila,NCR,Tondo,Barangay 196,1012
Metro Manila,NCR,Tondo,Barangay 197,1012
Metro Manila,NCR,Tondo,Barangay 198,1012
Metro Manila,NCR,Tondo,Barangay 199,1012
Metro Manila,NCR,Tondo,Barangay 2,1013
Metro Manila,NCR,Tondo,Barangay 20,1013
Metro Manila,NCR,Tondo,Barangay 200,1012
Metro Manila,NCR,Tondo,Barangay 201,1012
Metro Manila,NCR,Tondo,Barangay 202,1012
Metro Manila,NCR,Tondo,Barangay 202-A,1012
Metro Manila,NCR,Tondo,Barangay 203,1012
Metro Manila,NCR,Tondo,Barangay 204,1012
Metro Manila,NCR,Tondo,Barangay 205,1012
Metro Manila,NCR,Tondo,Barangay 206,1012
Metro Manila,NCR,Tondo,Barangay 207,1012
Metro Manila,NCR,Tondo,Barangay 208,1012
Metro Manila,NCR,Tondo,Barangay 209,1012
Metro Manila,NCR,Tondo,Barangay 210,1012
Metro Manila,NCR,Tondo,Barangay 211,1012
Metro Manila,NCR,Tondo,Barangay 212,1012
Metro Manila,NCR,Tondo,Barangay 213,1012
Metro Manila,NCR,Tondo,Barangay 214,1012
Metro Manila,NCR,Tondo,Barangay 215,1012
Metro Manila,NCR,Tondo,Barangay 216,1012
Metro Manila,NCR,Tondo,Barangay 217,1012
Metro Manila,NCR,Tondo,Barangay 218,1012
Metro Manila,NCR,Tondo,Barangay 219,1012
Metro Manila,NCR,Tondo,Barangay 220,1012
Metro Manila,NCR,Tondo,Barangay 221,1012
Metro Manila,NCR,Tondo,Barangay 222,1012
Metro Manila,NCR,Tondo,Barangay 223,1012
Metro Manila,NCR,Tondo,Barangay 224,1012
Metro Manila,NCR,Tondo,Barangay 225,1012
Metro Manila,NCR,Tondo,Barangay 226,1012
Metro Manila,NCR,Tondo,Barangay 227,1012
Metro Manila,NCR,Tondo,Barangay 228,1012
Metro Manila,NCR,Tondo,Barangay 229,1012
Metro Manila,NCR,Tondo,Barangay 230,1012
Metro Manila,NCR,Tondo,Barangay 231,1012
Metro Manila,NCR,Tondo,Barangay 232,1012
Metro Manila,NCR,Tondo,Barangay 233,1012
Metro Manila,NCR,Tondo,Barangay 234,1012
Metro Manila,NCR,Tondo,Barangay 235,1012
Metro Manila,NCR,Tondo,Barangay 236,1012
Metro Manila,NCR,Tondo,Barangay 237,1012
Metro Manila,NCR,Tondo,Barangay 238,1012
Metro Manila,NCR,Tondo,Barangay 239,1012
Metro Manila,NCR,Tondo,Barangay 240,1012
Metro Manila,NCR,Tondo,Barangay 241,1012
Metro Manila,NCR,Tondo,Barangay 242,1012
Metro Manila,NCR,Tondo,Barangay 243,1012
Metro Manila,NCR,Tondo,Barangay 244,1012
Metro Manila,NCR,Tondo,Barangay 245,1012
Metro Manila,NCR,Tondo,Barangay 246,1012
Metro Manila,NCR,Tondo,Barangay 247,1012
Metro Manila,NCR,Tondo,Barangay 248,1012
Metro Manila,NCR,Tondo,Barangay 249,1012
Metro Manila,NCR,Tondo,Barangay 25,1013
Metro Manila,NCR,Tondo,Barangay 250,1012
Metro Manila,NCR,Tondo,Barangay 251,1012
Metro Manila,NCR,Tondo,Barangay 252,1012
Metro Manila,NCR,Tondo,Barangay 253,1012
Metro Manila,NCR,Tondo,Barangay 254,1012
Metro Manila,NCR,Tondo,Barangay 255,1012
Metro Manila,NCR,Tondo,Barangay 256,1012
Metro Manila,NCR,Tondo,Barangay 257,1012
Metro Manila,NCR,Tondo,Barangay 258,1012
Metro Manila,NCR,Tondo,Barangay 259,1012
Metro Manila,NCR,Tondo,Barangay 26,1013
Metro Manila,NCR,Tondo,Barangay 260,1012
Metro Manila,NCR,Tondo,Barangay 261,1012
Metro Manila,NCR,Tondo,Barangay 262,1012
Metro Manila,NCR,Tondo,Barangay 263,1012
Metro Manila,NCR,Tondo,Barangay 264,1012
Metro Manila,NCR,Tondo,Barangay 265,1012
Metro Manila,NCR,Tondo,Barangay 266,1012
Metro Manila,NCR,Tondo,Barangay 267,1012
Metro Manila,NCR,Tondo,Barangay 28,1013
Metro Manila,NCR,Tondo,Barangay 29,1013
Metro Manila,NCR,Tondo,Barangay 3,1013
Metro Manila,NCR,Tondo,Barangay 30,1013
Metro Manila,NCR,Tondo,Barangay 31,1013
Metro Manila,NCR,Tondo,Barangay 32,1013
Metro Manila,NCR,Tondo,Barangay 33,1013
Metro Manila,NCR,Tondo,Barangay 34,1013
Metro Manila,NCR,Tondo,Barangay 35,1013
Metro Manila,NCR,Tondo,Barangay 36,1013
Metro Manila,NCR,Tondo,Barangay 37,1013
Metro Manila,NCR,Tondo,Barangay 38,1013
Metro Manila,NCR,Tondo,Barangay 39,1013
Metro Manila,NCR,Tondo,Barangay 4,1013
Metro Manila,NCR,Tondo,Barangay 41,1013
Metro Manila,NCR,Tondo,Barangay 42,1013
Metro Manila,NCR,Tondo,Barangay 43,1013
Metro Manila,NCR,Tondo,Barangay 44,1013
Metro Manila,NCR,Tondo,Barangay 45,1013
Metro Manila,NCR,Tondo,Barangay 46,1013
Metro Manila,NCR,Tondo,Barangay 47,1013
Metro Manila,NCR,Tondo,Barangay 48,1013
Metro Manila,NCR,Tondo,Barangay 49,1013
Metro Manila,NCR,Tondo,Barangay 5,1013
Metro Manila,NCR,Tondo,Barangay 50,1013
Metro Manila,NCR,Tondo,Barangay 51,1013
Metro Manila,NCR,Tondo,Barangay 52,1013
Metro Manila,NCR,Tondo,Barangay 53,1013
Metro Manila,NCR,Tondo,Barangay 54,1013
Metro Manila,NCR,Tondo,Barangay 55,1013
Metro Manila,NCR,Tondo,Barangay 56,1013
Metro Manila,NCR,Tondo,Barangay 57,1013
Metro Manila,NCR,Tondo,Barangay 58,1013
Metro Manila,NCR,Tondo,Barangay 59,1013
Metro Manila,NCR,Tondo,Barangay 6,1013
Metro Manila,NCR,Tondo,Barangay 60,1013
Metro Manila,NCR,Tondo,Barangay 61,1013
Metro Manila,NCR,Tondo,Barangay 62,1013
Metro Manila,NCR,Tondo,Barangay 63,1013
Metro Manila,NCR,Tondo,Barangay 64,1013
Metro Manila,NCR,Tondo,Barangay 65,1013
Metro Manila,NCR,Tondo,Barangay 66,1013
Metro Manila,NCR,Tondo,Barangay 67,1013
Metro Manila,NCR,Tondo,Barangay 68,1013
Metro Manila,NCR,Tondo,Barangay 69,1013
Metro Manila,NCR,Tondo,Barangay 7,1013
Metro Manila,NCR,Tondo,Barangay 70,1013
Metro Manila,NCR,Tondo,Barangay 71,1013
Metro Manila,NCR,Tondo,Barangay 72,1013
Metro Manila,NCR,Tondo,Barangay 73,1013
Metro Manila,NCR,Tondo,Barangay 74,1013
Metro Manila,NCR,Tondo,Barangay 75,1013
Metro Manila,NCR,Tondo,Barangay 76,1013
Metro Manila,NCR,Tondo,Barangay 77,1013
Metro Manila,NCR,Tondo,Barangay 78,1013
Metro Manila,NCR,Tondo,Barangay 79,1013
Metro Manila,NCR,Tondo,Barangay 8,1013
Metro Manila,NCR,Tondo,Barangay 80,1013
Metro Manila,NCR,Tondo,Barangay 81,1013
Metro Manila,NCR,Tondo,Barangay 82,1013
Metro Manila,NCR,Tondo,Barangay 83,1013
Metro Manila,NCR,Tondo,Barangay 84,1013
Metro Manila,NCR,Tondo,Barangay 85,1013
Metro Manila,NCR,Tondo,Barangay 86,1013
Metro Manila,NCR,Tondo,Barangay 87,1013
Metro Manila,NCR,Tondo,Barangay 88,1013
Metro Manila,NCR,Tondo,Barangay 89,1013
Metro Manila,NCR,Tondo,Barangay 9,1013
Metro Manila,NCR,Tondo,Barangay 90,1013
Metro Manila,NCR,Tondo,Barangay 91,1013
Metro Manila,NCR,Tondo,Barangay 92,1013
Metro Manila,NCR,Tondo,Barangay 93,1013
Metro Manila,NCR,Tondo,Barangay 94,1013
Metro Manila,NCR,Tondo,Barangay 95,1013
Metro Manila,NCR,Tondo,Barangay 96,1013
Metro Manila,NCR,Tondo,Barangay 97,1013
Metro Manila,NCR,Tondo,Barangay 98,1013
Metro Manila,NCR,Tondo,Barangay 99,1013
Metro Manila,NCR,Valenzuela City,Arkong Bato,1440
Metro Manila,NCR,Valenzuela City,Bagbaguin,1440
Metro Manila,NCR,Valenzuela City,Balangkas,1440
Metro Manila,NCR,Valenzuela City,Bignay,1440
Metro Manila,NCR,Valenzuela City,Bisig,1440
Metro Manila,NCR,Valenzuela City,Canumay East,1440
Metro Manila,NCR,Valenzuela City,Canumay West,1440
Metro Manila,NCR,Valenzuela City,Coloong,1440
Metro Manila,NCR,Valenzuela City,Dalandanan,1440
Metro Manila,NCR,Valenzuela City,Gen. T. De Leon,1440
Metro Manila,NCR,Valenzuela City,Isla,1440
Metro Manila,NCR,Valenzuela City,Karuhatan,1440
Metro Manila,NCR,Valenzuela City,Lawang Bato,1440
Metro Manila,NCR,Valenzuela City,Lingunan,1440
Metro Manila,NCR,Valenzuela City,Mabolo,1440
Metro Manila,NCR,Valenzuela City,Malanday,1440
Metro Manila,NCR,Valenzuela City,Malinta,1440
Metro Manila,NCR,Valenzuela City,Mapulang Lupa,1440
Metro Manila,NCR,Valenzuela City,Marulas,1440
Metro Manila,NCR,Valenzuela City,Maysan,1440
Metro Manila,NCR,Valenzuela City,Palasan,1440
Metro Manila,NCR,Valenzuela City,Parada,1440
Metro Manila,NCR,Valenzuela City,Pariancillo Villa,1440
Metro Manila,NCR,Valenzuela City,Paso De Blas,1440
Metro Manila,NCR,Valenzuela City,Pasolo,1440
Metro Manila,NCR,Valenzuela City,Poblacion,1440
Metro Manila,NCR,Valenzuela City,Pulo,1440
Metro Manila,NCR,Valenzuela City,Punturin,1440
Metro Manila,NCR,Valenzuela City,Rincon,1440
Metro Manila,NCR,Valenzuela City,Tagalag,1440
Metro Manila,NCR,Valenzuela City,Ugong,1440
Metro Manila,NCR,Valenzuela City,Viente Reales,1440
Metro Manila,NCR,Valenzuela City,Wawang Pulo,1440
Mindanao,Agusan del Norte,Butuan City,Agao Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Agusan Pequeño,8600
Mindanao,Agusan del Norte,Butuan City,Ambago,8600
Mindanao,Agusan del Norte,Butuan City,Amparo,8600
Mindanao,Agusan del Norte,Butuan City,Ampayon,8600
Mindanao,Agusan del Norte,Butuan City,Anticala,8600
Mindanao,Agusan del Norte,Butuan City,Antongalon,8600
Mindanao,Agusan del Norte,Butuan City,Aupagan,8600
Mindanao,Agusan del Norte,Butuan City,Baan KM 3,8600
Mindanao,Agusan del Norte,Butuan City,Baan Riverside Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Babag,8600
Mindanao,Agusan del Norte,Butuan City,Bading Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Bancasi,8600
Mindanao,Agusan del Norte,Butuan City,Banza,8600
Mindanao,Agusan del Norte,Butuan City,Baobaoan,8600
Mindanao,Agusan del Norte,Butuan City,Basag,8600
Mindanao,Agusan del Norte,Butuan City,Bayanihan Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Bilay,8600
Mindanao,Agusan del Norte,Butuan City,Bitan-agan,8600
Mindanao,Agusan del Norte,Butuan City,Bit-os,8600
Mindanao,Agusan del Norte,Butuan City,Bobon,8600
Mindanao,Agusan del Norte,Butuan City,Bonbon,8600
Mindanao,Agusan del Norte,Butuan City,Bugabus,8600
Mindanao,Agusan del Norte,Butuan City,Bugsukan,8600
Mindanao,Agusan del Norte,Butuan City,Buhangin Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Cabcabon,8600
Mindanao,Agusan del Norte,Butuan City,Camayahan,8600
Mindanao,Agusan del Norte,Butuan City,Dagohoy Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Dankias,8600
Mindanao,Agusan del Norte,Butuan City,De Oro,8600
Mindanao,Agusan del Norte,Butuan City,Diego Silang Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Don Francisco,8600
Mindanao,Agusan del Norte,Butuan City,Doongan,8600
Mindanao,Agusan del Norte,Butuan City,Dulag,8600
Mindanao,Agusan del Norte,Butuan City,Dumalagan,8600
Mindanao,Agusan del Norte,Butuan City,Florida,8600
Mindanao,Agusan del Norte,Butuan City,Golden Ribbon Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Holy Redeemer Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Humabon Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Imadejas Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Jose Rizal Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Kinamlutan,8600
Mindanao,Agusan del Norte,Butuan City,Lapu-lapu Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Lemon,8600
Mindanao,Agusan del Norte,Butuan City,Leon Kilat Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Libertad,8600
Mindanao,Agusan del Norte,Butuan City,Limaha Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Los Angeles,8600
Mindanao,Agusan del Norte,Butuan City,Lumbocan,8600
Mindanao,Agusan del Norte,Butuan City,Maguinda,8600
Mindanao,Agusan del Norte,Butuan City,Mahay,8600
Mindanao,Agusan del Norte,Butuan City,Mahogany Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Maibu,8600
Mindanao,Agusan del Norte,Butuan City,Mandamo,8600
Mindanao,Agusan del Norte,Butuan City,Manila de Bugabus,8600
Mindanao,Agusan del Norte,Butuan City,Maon Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Masao,8600
Mindanao,Agusan del Norte,Butuan City,Maug,8600
Mindanao,Agusan del Norte,Butuan City,New Society Village Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Nong-nong,8600
Mindanao,Agusan del Norte,Butuan City,Obrero Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Ong Yiu Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Pagatpatan,8600
Mindanao,Agusan del Norte,Butuan City,Pangabugan,8600
Mindanao,Agusan del Norte,Butuan City,Pianing,8600
Mindanao,Agusan del Norte,Butuan City,Pigdaulan,8600
Mindanao,Agusan del Norte,Butuan City,Pinamanculan,8600
Mindanao,Agusan del Norte,Butuan City,Port Poyohon Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Rajah Soliman Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Salvacion,8600
Mindanao,Agusan del Norte,Butuan City,San Ignacio Pob.,8600
Mindanao,Agusan del Norte,Butuan City,San Mateo,8600
Mindanao,Agusan del Norte,Butuan City,San Vicente,8600
Mindanao,Agusan del Norte,Butuan City,Santo Niño,8600
Mindanao,Agusan del Norte,Butuan City,Sikatuna Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Silongan Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Sumile,8600
Mindanao,Agusan del Norte,Butuan City,Sumilihon,8600
Mindanao,Agusan del Norte,Butuan City,Tagabaca,8600
Mindanao,Agusan del Norte,Butuan City,Taguibo,8600
Mindanao,Agusan del Norte,Butuan City,Taligaman,8600
Mindanao,Agusan del Norte,Butuan City,Tandang Sora Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Tiniwisan,8600
Mindanao,Agusan del Norte,Butuan City,Tungao,8600
Mindanao,Agusan del Norte,Butuan City,Urduja Pob.,8600
Mindanao,Agusan del Norte,Butuan City,Villa Kananga,8600
Mindanao,Bukidnon,Baungon,Danatag,8707
Mindanao,Bukidnon,Baungon,Imbatug,8707
Mindanao,Bukidnon,Baungon,Kalilangan,8707
Mindanao,Bukidnon,Baungon,Lacolac,8707
Mindanao,Bukidnon,Baungon,Langaon,8707
Mindanao,Bukidnon,Baungon,Mabuhay,8707
Mindanao,Bukidnon,Baungon,Nicdao,8707
Mindanao,Bukidnon,Baungon,Pualas,8707
Mindanao,Bukidnon,Baungon,Salimbalan,8707
Mindanao,Bukidnon,Cabanglasan,Imbatug,8723
Mindanao,Bukidnon,Cabanglasan,Lambangan,8723
Mindanao,Bukidnon,Cabanglasan,Poblacion,8723
Mindanao,Bukidnon,Dangcagan,Poblacion,8719
Mindanao,Bukidnon,Don Carlos,Don Carlos Norte,8712
Mindanao,Bukidnon,Don Carlos,Don Carlos Sur,8712
Mindanao,Bukidnon,Don Carlos,Pinamaloy,8712
Mindanao,Bukidnon,Don Carlos,Sinangguyan,8712
Mindanao,Bukidnon,Impasug-Ong,Capitan Bayong,8702
Mindanao,Bukidnon,Impasug-Ong,Impalutao,8702
Mindanao,Bukidnon,Impasug-Ong,La Fortuna,8702
Mindanao,Bukidnon,Impasug-Ong,Poblacion,8702
Mindanao,Bukidnon,Kadingilan,Poblacion,8713
Mindanao,Bukidnon,Kibawe,East Kibawe,8720
Mindanao,Bukidnon,Kibawe,Palma,8720
Mindanao,Bukidnon,Kibawe,West Kibawe,8720
Mindanao,Bukidnon,Kitaotao,Poblacion,8716
Mindanao,Bukidnon,Lantapan,Alanib,8722
Mindanao,Bukidnon,Lantapan,Baclayon,8722
Mindanao,Bukidnon,Lantapan,Balila,8722
Mindanao,Bukidnon,Lantapan,Bantuanon,8722
Mindanao,Bukidnon,Lantapan,Bugcaon,8722
Mindanao,Bukidnon,Lantapan,Kulasihan,8722
Mindanao,Bukidnon,Lantapan,Poblacion,8722
Mindanao,Bukidnon,Libona,Kiliog,8706
Mindanao,Bukidnon,Libona,Kinawe,8706
Mindanao,Bukidnon,Libona,Laturan,8706
Mindanao,Bukidnon,Libona,Maambong,8706
Mindanao,Bukidnon,Libona,Palabucan,8706
Mindanao,Bukidnon,Libona,Pongol,8706
Mindanao,Bukidnon,Malaybalay City,Aglayan,8700
Mindanao,Bukidnon,Malaybalay City,Apo Macote,8700
Mindanao,Bukidnon,Malaybalay City,Bangcud,8700
Mindanao,Bukidnon,Malaybalay City,Barangay 1,8700
Mindanao,Bukidnon,Malaybalay City,Barangay 10,8700
Mindanao,Bukidnon,Malaybalay City,Barangay 11,8700
Mindanao,Bukidnon,Malaybalay City,Barangay 2,8700
Mindanao,Bukidnon,Malaybalay City,Barangay 3,8700
Mindanao,Bukidnon,Malaybalay City,Barangay 4,8700
Mindanao,Bukidnon,Malaybalay City,Barangay 5,8700
Mindanao,Bukidnon,Malaybalay City,Barangay 6,8700
Mindanao,Bukidnon,Malaybalay City,Barangay 7,8700
Mindanao,Bukidnon,Malaybalay City,Barangay 8,8700
Mindanao,Bukidnon,Malaybalay City,Barangay 9,8700
Mindanao,Bukidnon,Malaybalay City,Cabangahan,8700
Mindanao,Bukidnon,Malaybalay City,Capitan Angel,8700
Mindanao,Bukidnon,Malaybalay City,Casisang,8700
Mindanao,Bukidnon,Malaybalay City,Dalwangan,8700
Mindanao,Bukidnon,Malaybalay City,Imbayao,8700
Mindanao,Bukidnon,Malaybalay City,Kalasungay,8700
Mindanao,Bukidnon,Malaybalay City,Laguitas,8700
Mindanao,Bukidnon,Malaybalay City,Linabo,8700
Mindanao,Bukidnon,Malaybalay City,Magsaysay,8700
Mindanao,Bukidnon,Malaybalay City,Maligaya,8700
Mindanao,Bukidnon,Malaybalay City,Managok,8700
Mindanao,Bukidnon,Malaybalay City,Mapayag,8700
Mindanao,Bukidnon,Malaybalay City,Patpat,8700
Mindanao,Bukidnon,Malaybalay City,San Jose,8700
Mindanao,Bukidnon,Malaybalay City,Simaya,8700
Mindanao,Bukidnon,Malaybalay City,Sinanglanan,8700
Mindanao,Bukidnon,Malaybalay City,Sumpong,8700
Mindanao,Bukidnon,Malaybalay City,Violeta,8700
Mindanao,Bukidnon,Manolo Fortich,Agusan Canyon,8703
Mindanao,Bukidnon,Manolo Fortich,Alae,8703
Mindanao,Bukidnon,Manolo Fortich,Dahilayan,8703
Mindanao,Bukidnon,Manolo Fortich,Dalirig,8703
Mindanao,Bukidnon,Manolo Fortich,Damilag,8703
Mindanao,Bukidnon,Manolo Fortich,Diclum,8703
Mindanao,Bukidnon,Manolo Fortich,Guilang-guilang,8703
Mindanao,Bukidnon,Manolo Fortich,Kalugmanan,8703
Mindanao,Bukidnon,Manolo Fortich,Lindaban,8703
Mindanao,Bukidnon,Manolo Fortich,Lingion,8703
Mindanao,Bukidnon,Manolo Fortich,Lunocan,8703
Mindanao,Bukidnon,Manolo Fortich,Maluko,8703
Mindanao,Bukidnon,Manolo Fortich,Mambatangan,8703
Mindanao,Bukidnon,Manolo Fortich,Mampayag,8703
Mindanao,Bukidnon,Manolo Fortich,Mantibugao,8703
Mindanao,Bukidnon,Manolo Fortich,Minsuro,8703
Mindanao,Bukidnon,Manolo Fortich,San Miguel,8703
Mindanao,Bukidnon,Manolo Fortich,Sankanan,8703
Mindanao,Bukidnon,Manolo Fortich,Santiago,8703
Mindanao,Bukidnon,Manolo Fortich,Santo Niño,8703
Mindanao,Bukidnon,Manolo Fortich,Tankulan,8703
Mindanao,Bukidnon,Manolo Fortich,Ticala,8703
Mindanao,Bukidnon,Maramag,Anahawon,8710
Mindanao,Bukidnon,Maramag,Bagongsilang,8710
Mindanao,Bukidnon,Maramag,Base Camp,8710
Mindanao,Bukidnon,Maramag,Bayabason,8710
Mindanao,Bukidnon,Maramag,Camp I,8710
Mindanao,Bukidnon,Maramag,Colambugan,8710
Mindanao,Bukidnon,Maramag,Dagumba-an,8710
Mindanao,Bukidnon,Maramag,Dologon,8710
Mindanao,Bukidnon,Maramag,Kiharong,8710
Mindanao,Bukidnon,Maramag,Kisanday,8710
Mindanao,Bukidnon,Maramag,Kuya,8710
Mindanao,Bukidnon,Maramag,North Poblacion,8710
Mindanao,Bukidnon,Maramag,Panadtalan,8710
Mindanao,Bukidnon,Maramag,Panalsalan,8710
Mindanao,Bukidnon,Maramag,San Miguel,8710
Mindanao,Bukidnon,Maramag,San Roque,8710
Mindanao,Bukidnon,Maramag,South Poblacion,8710
Mindanao,Bukidnon,Maramag,Tubigon,8710
Mindanao,Bukidnon,Pangantucan,Barandias,8717
Mindanao,Bukidnon,Pangantucan,Lantay,8717
Mindanao,Bukidnon,Pangantucan,Poblacion,8717
Mindanao,Bukidnon,Quezon,Butong,8715
Mindanao,Bukidnon,Quezon,Paitan,8715
Mindanao,Bukidnon,Quezon,Poblacion,8715
Mindanao,Bukidnon,Quezon,Salawagan,8715
Mindanao,Bukidnon,Sumilao,Kisolon,8701
Mindanao,Bukidnon,Sumilao,Licoan,8701
Mindanao,Bukidnon,Sumilao,Ocasion,8701
Mindanao,Bukidnon,Sumilao,Poblacion,8701
Mindanao,Bukidnon,Sumilao,Puntian,8701
Mindanao,Bukidnon,Sumilao,San Vicente,8701
Mindanao,Bukidnon,Sumilao,Vista Villa,8701
Mindanao,Bukidnon,Valencia City,Bagontaas,8709
